Hotel,Booking_status,Lead Time,Arrival_Year,Arrival_Month,Weekend_Nights,Week_Nights,Adults,Children,Babies,Meal_Plan,Guest_Country,Market_Segment,City Hotel,City Hotel,Previous_Cancellations,Prior_Successful Stays,Reserved_Room_Type,Assigned_Room_Type,Booking_Changes,Deposit_Policy,Agent_ID,Days_on_Waitlist,Customer_Type,Average_Daily_Rate (USD),Special_Requests_Count,Reservation_Status,Status_Date,Total_Guests,Total_Nights,Total_Revenue (USD),Total_Revenue (INR)
Resort Hotel,NO,23,2017,May,0,1,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,0,Transient,90,0,Check-Out,2017-05-07,2,1,90,8163
Resort Hotel,YES,129,2016,October,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,0,Transient,49,2,Canceled,2016-09-02,2,4,196,17759
Resort Hotel,NO,10,2015,November,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient-Party,29,1,Check-Out,2015-11-29,2,1,29,2630
Resort Hotel,NO,107,2017,March,0,2,2,0,0,SC,CN,Groups,TA/TO,0,0,0,E,F,0,No Deposit,96,0,Transient-Party,99,0,Check-Out,2017-03-11,2,2,198,17959
Resort Hotel,YES,66,2016,October,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,0,Transient,49,1,Canceled,2016-09-03,2,4,196,17777
Resort Hotel,NO,3,2016,January,0,1,1,0,0,BB,ESP,Corporate,Direct,0,0,0,A,E,0,No Deposit,94,0,Transient,38,1,Check-Out,2016-01-15,1,1,38,3447
Resort Hotel,NO,0,2017,August,1,0,1,0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,171,0,Check-Out,2017-08-14,1,1,171,15510
Resort Hotel,NO,6,2016,August,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,438,0,Transient-Party,175,1,Check-Out,2016-09-02,2,5,875,79363
Resort Hotel,NO,3,2016,May,1,0,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,D,0,Refundable,405,0,Transient-Party,70,0,Check-Out,2016-05-16,1,1,70,6349
Resort Hotel,YES,196,2017,August,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,168,1,Canceled,2017-04-25,2,7,1176,106663
Resort Hotel,NO,53,2017,March,2,5,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,Transient-Party,42,0,Check-Out,2017-03-12,1,7,294,26666
Resort Hotel,NO,101,2016,April,2,6,2,0,0,BB,NLD,Groups,TA/TO,0,0,0,A,A,6,No Deposit,95,0,Transient-Party,47,0,Check-Out,2016-05-07,2,8,376,34103
Resort Hotel,NO,0,2016,November,0,1,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,50,0,Check-Out,2016-11-26,1,1,50,4535
Resort Hotel,NO,122,2016,July,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,162,1,Check-Out,2016-07-17,2,9,1460,132420
Resort Hotel,NO,12,2017,August,1,5,2,0,0,BB,ISL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,211,2,Check-Out,2017-08-07,2,6,1264,114647
Resort Hotel,YES,178,2017,August,2,8,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,Transient,176,0,Canceled,2017-02-07,2,10,1755,159179
Resort Hotel,YES,122,2017,August,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,181,0,Transient-Party,230,0,Canceled,2017-08-09,2,7,1610,146027
Resort Hotel,NO,141,2015,December,0,3,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,314,0,Transient,92,1,Check-Out,2016-01-03,3,3,277,25150
Resort Hotel,YES,184,2017,February,2,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,83,1,Canceled,2016-12-11,2,3,248,22530
Resort Hotel,NO,16,2017,January,1,2,2,0,0,BB,ARG,Groups,Corporate,0,0,0,A,A,1,No Deposit,94,0,Transient,40,0,Check-Out,2017-01-30,2,3,120,10884
Resort Hotel,NO,1,2017,May,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,94,0,Transient,75,0,Check-Out,2017-06-01,1,1,75,6803
Resort Hotel,NO,4,2016,November,0,1,1,0,0,BB,PRT,Corporate,Direct,1,0,3,A,D,0,No Deposit,94,0,Transient,35,0,Check-Out,2016-11-24,1,1,35,3175
Resort Hotel,NO,0,2015,November,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,50,0,Check-Out,2015-11-02,2,1,50,4544
Resort Hotel,NO,7,2016,March,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,1,0,A,D,0,No Deposit,94,0,Transient,40,0,Check-Out,2016-03-03,1,2,80,7256
Resort Hotel,NO,52,2016,March,1,5,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,0,Transient,51,1,Check-Out,2016-03-20,2,6,303,27488
Resort Hotel,NO,270,2017,July,0,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,140,1,Check-Out,2017-07-09,2,3,420,38067
Resort Hotel,YES,52,2017,July,4,6,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,531,0,Transient,92,0,Canceled,2017-05-12,2,10,920,83444
Resort Hotel,NO,0,2016,February,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,314,0,Transient,34,0,Check-Out,2016-02-26,1,3,103,9360
Resort Hotel,NO,12,2016,November,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,48,0,Check-Out,2016-11-27,2,1,48,4354
Resort Hotel,NO,184,2015,November,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,0,Transient,26,0,Check-Out,2015-11-23,2,4,104,9469
Resort Hotel,YES,107,2016,July,2,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,Transient,237,1,Canceled,2016-04-04,2,6,1422,128975
Resort Hotel,NO,167,2015,October,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,56,2,Check-Out,2015-10-15,2,2,112,10158
Resort Hotel,NO,56,2016,March,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,0,Transient,66,1,Check-Out,2016-03-15,2,5,330,29931
Resort Hotel,NO,211,2016,May,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,Transient-Party,55,0,Check-Out,2016-05-16,1,2,109,9886
Resort Hotel,NO,18,2016,October,2,4,2,0,0,BB,GBR,Online TA,TA/TO,1,0,0,F,F,0,No Deposit,241,0,Transient,79,2,Check-Out,2016-10-22,2,6,474,42992
Resort Hotel,NO,108,2015,September,4,5,2,1,1,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,132,2,Check-Out,2015-09-22,4,9,1185,107482
Resort Hotel,NO,99,2016,April,2,7,2,0,0,HB,NLD,Groups,TA/TO,0,0,0,A,I,9,No Deposit,95,0,Transient-Party,72,0,Check-Out,2016-05-06,2,9,647,58684
Resort Hotel,NO,50,2015,October,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,0,Transient,63,2,Check-Out,2015-10-08,2,7,442,40049
Resort Hotel,NO,224,2016,May,1,4,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,3,No Deposit,94,0,Transient-Party,65,0,Check-Out,2016-05-30,2,5,325,29478
Resort Hotel,NO,10,2017,January,0,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,0,Transient,114,1,Check-Out,2017-01-15,2,1,114,10340
Resort Hotel,NO,44,2015,July,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,0,Transient,145,0,Check-Out,2015-07-22,2,4,580,52606
Resort Hotel,NO,83,2015,December,0,3,2,0,0,BB,PRT,Online TA,TA/TO,1,0,1,E,E,0,No Deposit,240,0,Transient,87,2,Check-Out,2015-12-26,2,3,261,23692
Resort Hotel,NO,50,2015,September,4,6,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,175,0,Transient,86,0,Check-Out,2015-10-07,2,10,862,78147
Resort Hotel,NO,92,2015,September,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,0,Transient,99,2,Check-Out,2015-09-20,2,7,693,62855
Resort Hotel,NO,165,2016,July,3,6,2,0,0,FB,BEL,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,71,0,Transient,110,0,Check-Out,2016-07-13,2,9,990,89793
Resort Hotel,NO,184,2016,July,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,0,Contract,115,0,Check-Out,2016-08-14,2,14,1611,146090
Resort Hotel,NO,57,2015,August,2,5,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,242,0,Transient,180,1,Check-Out,2015-08-25,4,7,1259,114193
Resort Hotel,YES,177,2017,August,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314,0,Transient,157,0,Canceled,2017-07-27,2,7,1099,99654
Resort Hotel,NO,0,2017,January,0,1,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,94,0,Transient,44,0,Check-Out,2017-01-15,2,1,44,3991
Resort Hotel,NO,5,2017,January,0,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,43,3,Check-Out,2017-01-22,1,3,129,11700
Resort Hotel,NO,126,2017,May,2,5,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,314,0,Transient,180,0,Check-Out,2017-06-05,4,7,1260,114244
Resort Hotel,NO,11,2016,July,0,2,1,0,0,BB,Unknown,Corporate,Corporate,0,0,20,A,G,1,No Deposit,94,0,Transient,73,2,Check-Out,2016-07-21,1,2,146,13242
Resort Hotel,NO,27,2016,September,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250,0,Transient,155,1,Check-Out,2016-09-05,2,3,465,42176
Resort Hotel,NO,172,2017,August,2,5,2,1,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,Transient,193,1,Check-Out,2017-08-24,3,7,1351,122555
Resort Hotel,YES,38,2017,February,0,3,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,78,0,Canceled,2017-01-16,3,3,234,21224
Resort Hotel,NO,11,2016,November,1,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,D,D,1,No Deposit,146,0,Group,32,0,Check-Out,2016-11-19,1,5,160,14512
Resort Hotel,NO,28,2015,September,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,0,Contract,117,0,Check-Out,2015-09-07,1,3,350,31781
Resort Hotel,NO,37,2016,October,0,2,2,0,0,BB,GBR,Groups,Corporate,0,0,1,A,A,1,No Deposit,94,0,Transient-Party,49,0,Check-Out,2016-10-23,2,2,98,8889
Resort Hotel,YES,62,2016,March,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,0,Transient,90,2,Canceled,2016-01-28,4,6,541,49071
Resort Hotel,NO,0,2016,January,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,0,A,E,0,No Deposit,94,0,Transient,51,0,Check-Out,2016-01-13,2,1,51,4626
Resort Hotel,NO,1,2016,July,0,1,2,0,0,BB,USA,Direct,TA/TO,0,0,0,D,D,0,No Deposit,94,0,Transient,221,1,Check-Out,2016-07-31,2,1,221,20045
Resort Hotel,NO,6,2017,April,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,128,1,Check-Out,2017-04-22,2,3,384,34829
Resort Hotel,NO,77,2016,March,2,5,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,0,Transient,84,1,Check-Out,2016-03-30,2,7,585,53084
Resort Hotel,NO,1,2015,December,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,98,1,Check-Out,2015-12-03,4,1,98,8889
Resort Hotel,NO,178,2016,July,1,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,94,0,Transient,182,0,Check-Out,2016-07-31,2,6,1089,98772
Resort Hotel,NO,0,2015,July,0,1,2,0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,A,2,No Deposit,240,0,Group,113,0,Check-Out,2015-07-18,2,1,113,10204
Resort Hotel,NO,11,2016,July,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,196,0,Check-Out,2016-07-11,2,6,1176,106663
Resort Hotel,NO,5,2016,September,0,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,106,2,Check-Out,2016-10-02,1,3,318,28843
Resort Hotel,YES,144,2016,July,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,253,0,Transient,111,1,Canceled,2016-03-03,2,7,775,70283
Resort Hotel,NO,0,2016,September,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,176,1,Check-Out,2016-09-04,2,1,176,15963
Resort Hotel,NO,43,2016,July,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,194,1,Check-Out,2016-07-29,2,6,1164,105575
Resort Hotel,NO,262,2017,July,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,410,0,Transient,117,0,Check-Out,2017-08-03,2,4,466,42266
Resort Hotel,YES,74,2015,August,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,0,Transient,134,1,Canceled,2015-07-20,2,2,268,24308
Resort Hotel,YES,60,2017,January,0,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,37,2,Canceled,2017-01-10,1,3,111,10068
Resort Hotel,NO,248,2017,May,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,Transient,54,1,Check-Out,2017-05-08,2,5,270,24489
Resort Hotel,YES,38,2016,March,2,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,39,2,Canceled,2016-02-22,1,4,156,14149
Resort Hotel,NO,22,2016,July,1,3,2,2,0,BB,USA,Direct,Direct,0,0,0,C,C,1,No Deposit,250,0,Transient,187,0,Check-Out,2016-07-18,4,4,746,67662
Resort Hotel,NO,184,2016,September,4,6,2,0,0,BB,Unknown,Direct,Direct,0,0,0,F,F,1,No Deposit,250,0,Transient,166,1,Check-Out,2016-09-13,2,10,1660,150562
Resort Hotel,NO,20,2017,June,1,0,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,66,0,Check-Out,2017-06-12,2,1,66,5986
Resort Hotel,NO,47,2016,November,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,3,No Deposit,240,0,Transient-Party,73,2,Check-Out,2016-11-27,3,1,73,6648
Resort Hotel,NO,148,2017,June,0,1,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,0,Transient,99,1,Check-Out,2017-07-01,2,1,99,8979
Resort Hotel,YES,62,2015,July,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,155,0,Canceled,2015-06-09,2,4,618,56053
Resort Hotel,NO,0,2015,July,1,0,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,94,0,Transient,156,0,Check-Out,2015-07-20,3,1,156,14104
Resort Hotel,NO,5,2017,March,2,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,60,1,Check-Out,2017-03-15,1,3,180,16326
Resort Hotel,NO,6,2016,January,0,1,1,0,0,BB,Unknown,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94,0,Transient,27,0,Check-Out,2016-01-21,1,1,27,2449
Resort Hotel,NO,87,2016,December,0,3,2,0,0,BB,LVA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,56,1,Check-Out,2016-12-30,2,3,167,15183
Resort Hotel,NO,38,2017,January,2,8,2,0,0,HB,FRA,Direct,Direct,1,0,1,F,F,1,No Deposit,250,0,Transient,89,0,Check-Out,2017-01-13,2,10,891,80777
Resort Hotel,YES,122,2017,July,2,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,232,2,Canceled,2017-04-01,2,6,1392,126254
Resort Hotel,NO,207,2016,August,2,5,3,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,F,F,1,No Deposit,36,0,Transient,152,2,Check-Out,2016-09-03,3,7,1066,96683
Resort Hotel,NO,66,2015,July,0,2,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,104,1,Check-Out,2015-07-18,2,2,207,18775
Resort Hotel,NO,33,2017,July,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,94,0,Transient,135,0,Check-Out,2017-07-14,1,2,270,24489
Resort Hotel,NO,5,2015,October,1,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94,0,Transient,40,0,Check-Out,2015-10-28,1,2,80,7256
Resort Hotel,NO,3,2015,December,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,240,0,Transient,78,0,Check-Out,2015-12-27,2,4,312,28298
Resort Hotel,NO,27,2016,June,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,129,1,Check-Out,2016-06-28,2,3,387,35101
Resort Hotel,NO,49,2017,April,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,40,0,Contract,70,1,Check-Out,2017-04-15,2,7,493,44697
Resort Hotel,YES,208,2016,April,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,Non Refund,273,0,Transient,51,0,Canceled,2016-03-18,2,7,356,32285
Resort Hotel,NO,25,2017,March,2,1,1,0,0,HB,GBR,Direct,Direct,0,0,0,A,H,1,No Deposit,250,0,Transient,61,0,Check-Out,2017-03-08,1,3,183,16598
Resort Hotel,NO,44,2017,June,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,531,0,Transient,108,2,Check-Out,2017-07-02,2,10,1083,98228
Resort Hotel,NO,37,2016,September,2,0,1,0,0,BB,PRT,Direct,Corporate,0,1,6,A,A,3,No Deposit,94,0,Transient,65,0,Check-Out,2016-09-27,1,2,130,11791
Resort Hotel,NO,0,2016,September,0,1,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,126,0,Check-Out,2016-09-15,1,1,126,11428
Resort Hotel,NO,3,2016,December,2,1,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,0,Transient,72,1,Check-Out,2016-12-06,2,3,217,19676
Resort Hotel,NO,257,2017,May,0,4,2,0,0,HB,GBR,Groups,Direct,0,0,0,E,F,1,No Deposit,94,0,Transient-Party,101,0,Check-Out,2017-05-13,2,4,404,36643
Resort Hotel,NO,220,2017,August,1,0,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,251,0,Transient-Party,129,0,Check-Out,2017-08-28,1,1,129,11673
Resort Hotel,NO,7,2017,February,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94,0,Transient,39,0,Check-Out,2017-02-23,1,3,116,10476
Resort Hotel,NO,150,2017,April,2,5,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,94,0,Transient-Party,67,3,Check-Out,2017-04-10,2,7,469,42538
Resort Hotel,NO,146,2016,June,2,8,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,72,1,Check-Out,2016-06-11,2,10,720,65304
Resort Hotel,NO,68,2015,August,3,5,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,0,Transient,133,1,Check-Out,2015-08-18,2,8,1064,96505
Resort Hotel,NO,0,2016,July,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,339,0,Transient,95,0,Check-Out,2016-07-20,1,1,95,8635
Resort Hotel,YES,17,2016,October,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,60,1,Canceled,2016-10-04,2,3,180,16326
Resort Hotel,NO,0,2016,April,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,74,1,Check-Out,2016-04-27,2,1,74,6712
Resort Hotel,NO,40,2016,May,0,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,248,0,Transient-Party,46,0,Check-Out,2016-05-19,2,2,92,8344
Resort Hotel,NO,172,2016,April,3,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,0,Transient,41,0,Check-Out,2016-04-26,2,8,331,30040
Resort Hotel,NO,7,2017,February,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,0,Transient,68,1,Check-Out,2017-02-28,1,1,68,6168
Resort Hotel,NO,219,2016,October,2,2,2,0,0,HB,DEU,Groups,Corporate,0,0,0,E,E,1,No Deposit,94,0,Transient-Party,41,0,Check-Out,2016-10-20,2,4,162,14693
Resort Hotel,YES,3,2015,July,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,1,3,A,A,3,No Deposit,94,0,Transient,114,0,Canceled,2015-07-15,1,2,228,20680
Resort Hotel,NO,123,2017,May,4,10,2,0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,115,2,Check-Out,2017-05-31,2,14,1603,145392
Resort Hotel,YES,8,2017,January,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,Transient,76,2,Canceled,2017-01-07,3,1,76,6848
Resort Hotel,NO,68,2015,September,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,250,0,Transient,151,0,Check-Out,2015-09-09,3,7,1055,95686
Resort Hotel,NO,33,2016,August,1,0,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,274,0,Check-Out,2016-08-02,4,1,274,24852
Resort Hotel,NO,61,2016,April,1,5,3,0,0,HB,FRA,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,0,Transient,179,0,Check-Out,2016-05-02,3,6,1076,97591
Resort Hotel,NO,1,2017,April,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient-Party,122,2,Check-Out,2017-04-09,2,1,122,11065
Resort Hotel,NO,212,2016,May,4,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,0,Contract,83,1,Check-Out,2016-05-19,2,11,913,82769
Resort Hotel,NO,146,2015,August,1,4,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,261,0,Transient,130,0,Check-Out,2015-08-15,3,5,650,58960
Resort Hotel,YES,39,2016,October,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,71,0,Canceled,2016-09-20,2,3,214,19382
Resort Hotel,NO,85,2015,October,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,70,2,Check-Out,2015-10-21,2,7,491,44570
Resort Hotel,NO,33,2015,October,0,3,2,1,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,94,0,Transient,68,0,Check-Out,2015-10-11,3,3,203,18367
Resort Hotel,NO,48,2017,January,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,Transient,38,2,Check-Out,2017-02-01,2,4,151,13714
Resort Hotel,YES,311,2017,June,2,5,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,151,2,Canceled,2016-08-20,4,7,1058,95959
Resort Hotel,NO,110,2015,July,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,Transient,139,1,Check-Out,2015-07-18,2,7,976,88505
Resort Hotel,NO,132,2016,August,2,5,1,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,0,Transient,194,0,Check-Out,2016-08-10,1,7,1358,123171
Resort Hotel,NO,4,2017,June,0,2,2,1,1,SC,ESP,Direct,Direct,0,0,0,C,C,2,No Deposit,250,0,Transient,265,2,Check-Out,2017-06-25,4,2,531,48116
Resort Hotel,NO,161,2017,July,2,1,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240,0,Transient,144,2,Check-Out,2017-07-04,2,3,432,39182
Resort Hotel,NO,50,2017,June,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,531,0,Transient,159,3,Check-Out,2017-07-05,2,7,1114,101038
Resort Hotel,NO,16,2015,October,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,240,0,Transient,137,2,Check-Out,2015-10-04,2,1,137,12426
Resort Hotel,NO,24,2015,October,7,15,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,E,F,2,No Deposit,185,0,Transient-Party,58,0,Check-Out,2015-11-17,1,22,1280,116132
Resort Hotel,YES,13,2015,December,0,1,2,0,0,HB,PRT,Online TA,TA/TO,1,1,0,E,E,1,No Deposit,240,0,Transient,105,0,Canceled,2015-12-11,2,1,105,9524
Resort Hotel,NO,149,2016,July,4,6,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,69,0,Transient,2,1,Check-Out,2016-07-02,2,10,18,1633
Resort Hotel,NO,111,2015,December,2,4,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,0,Transient,38,1,Check-Out,2015-12-29,1,6,230,20837
Resort Hotel,NO,1,2016,November,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,358,0,Transient,33,0,Check-Out,2016-11-16,1,1,33,2993
