hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,55,2015,October,43,21,0,4,2,0,0,HB,MYS,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,76.84,0,2,Check-Out,2015-10-25
Resort Hotel,1,60,2017,August,34,20,4,7,2,0,0,BB,AGO,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,255.45,0,3,Canceled,2017-07-05
Resort Hotel,1,9,2017,March,13,30,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,56,0,1,No-Show,2017-03-30
Resort Hotel,0,1,2017,January,3,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,94,,0,Transient,35,0,0,Check-Out,2017-01-18
Resort Hotel,0,30,2017,March,10,10,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250,,0,Transient,100,0,0,Check-Out,2017-03-12
Resort Hotel,0,0,2017,June,25,18,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,129,1,0,Check-Out,2017-06-19
Resort Hotel,0,155,2015,December,52,24,0,3,2,0,1,BB,GBR,Direct,Direct,0,0,0,C,C,0,No Deposit,250,,0,Transient-Party,47.6,0,3,Check-Out,2015-12-27
Resort Hotel,1,21,2016,February,8,19,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,48,0,2,Canceled,2016-02-19
Resort Hotel,0,24,2017,March,13,29,0,2,2,0,0,BB,BRA,Direct,TA/TO,1,0,4,D,D,0,No Deposit,250,,0,Group,63,0,5,Check-Out,2017-03-31
Resort Hotel,0,15,2015,July,27,2,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,98,0,0,Check-Out,2015-07-06
Resort Hotel,0,0,2016,October,42,13,0,1,2,0,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,94.13830565,,0,Transient,96,1,0,Check-Out,2016-10-14
Resort Hotel,0,5,2017,March,12,22,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,94.13830565,,0,Transient,60,0,0,Check-Out,2017-03-23
Resort Hotel,0,50,2016,October,44,29,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,,0,Transient,69.67,0,2,Check-Out,2016-11-01
Resort Hotel,0,1,2016,November,49,28,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,48,0,1,Check-Out,2016-11-30
Resort Hotel,0,22,2017,August,31,5,2,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,508,,0,Transient-Party,188.6,0,1,Check-Out,2017-08-08
Resort Hotel,0,160,2017,July,28,10,1,0,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250,,0,Transient,144,0,2,Check-Out,2017-07-11
Resort Hotel,0,73,2015,October,40,2,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,,0,Transient,47,0,0,Check-Out,2015-10-06
Resort Hotel,0,47,2016,April,18,30,1,1,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02
Resort Hotel,0,13,2016,July,28,7,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,208.5,1,1,Check-Out,2016-07-11
Resort Hotel,0,33,2016,April,17,23,2,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,75,0,0,Check-Out,2016-04-26
Resort Hotel,0,0,2017,July,30,24,1,0,2,0,0,BB,PRT,Direct,TA/TO,1,0,2,A,F,0,No Deposit,94.13830565,,0,Transient,170,0,2,Check-Out,2017-07-25
Resort Hotel,1,17,2016,April,17,23,2,2,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,178,0,0,Canceled,2016-04-06
Resort Hotel,0,349,2017,July,29,20,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,,0,Contract,118.85,0,2,Check-Out,2017-07-27
Resort Hotel,1,33,2017,August,33,18,1,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,330,0,0,Canceled,2017-07-19
Resort Hotel,1,87,2017,June,25,20,0,4,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,,0,Transient,160,0,0,Canceled,2017-03-25
Resort Hotel,1,6,2016,April,17,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,94.13830565,,0,Transient,73,0,0,Canceled,2016-04-18
Resort Hotel,1,5,2016,May,23,29,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,,0,Transient,99,0,0,No-Show,2016-05-29
Resort Hotel,0,233,2016,September,37,9,0,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,315,,0,Transient,0,0,0,Check-Out,2016-09-09
Resort Hotel,1,42,2016,July,31,25,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,194,0,0,Canceled,2016-06-21
Resort Hotel,1,269,2016,August,36,30,0,5,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,,0,Transient,201.8,0,1,Canceled,2016-07-29
Resort Hotel,0,7,2015,December,49,5,2,1,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,,0,Transient,97.02,0,0,Check-Out,2015-12-08
Resort Hotel,1,135,2016,December,49,1,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,55.8,0,1,Canceled,2016-11-13
Resort Hotel,0,42,2016,April,17,23,1,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,3,No Deposit,250,,0,Transient,99,1,0,Check-Out,2016-04-25
Resort Hotel,0,74,2016,November,46,6,2,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,147,,0,Transient-Party,60.48,0,2,Check-Out,2016-11-10
Resort Hotel,0,62,2015,August,35,23,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,134,1,1,Check-Out,2015-08-28
Resort Hotel,1,198,2016,October,41,5,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171,,0,Transient,65.37,0,0,Canceled,2016-09-07
Resort Hotel,0,195,2017,August,32,7,2,5,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,315,,0,Contract,158.6,0,0,Check-Out,2017-08-14
Resort Hotel,0,89,2017,April,15,14,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient-Party,122,0,3,Check-Out,2017-04-16
Resort Hotel,1,60,2017,August,34,24,1,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,252,0,0,Canceled,2017-06-26
Resort Hotel,1,109,2016,July,29,16,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,212,0,0,Canceled,2016-03-29
Resort Hotel,1,253,2017,April,16,22,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,54,0,0,Canceled,2016-08-24
Resort Hotel,1,58,2015,July,31,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,147,,0,Transient,99.24,0,0,Canceled,2015-06-05
Resort Hotel,0,195,2015,August,33,10,3,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,196,0,2,Check-Out,2015-08-19
Resort Hotel,0,19,2017,May,21,24,0,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,,0,Transient,117,0,1,Check-Out,2017-05-25
Resort Hotel,0,9,2016,December,52,24,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,71,1,1,Check-Out,2016-12-26
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,94.13830565,223,0,Transient-Party,72,0,0,Check-Out,2016-10-17
Resort Hotel,0,18,2016,November,47,13,2,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94.13830565,466,0,Transient,35,0,0,Check-Out,2016-11-18
Resort Hotel,0,152,2016,April,17,20,0,4,2,0,0,BB,IRL,Groups,Direct,0,0,0,A,C,0,No Deposit,94.13830565,,0,Transient-Party,50.5,0,1,Check-Out,2016-04-24
Resort Hotel,0,0,2015,October,41,5,1,3,2,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,H,0,No Deposit,94.13830565,174,0,Transient-Party,109,0,0,Check-Out,2015-10-09
Resort Hotel,0,0,2015,September,40,28,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,86.1,1,2,Check-Out,2015-09-30
Resort Hotel,1,173,2017,August,33,19,2,3,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,250,0,0,Canceled,2017-02-28
Resort Hotel,1,142,2016,June,24,10,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,95.4,0,1,Canceled,2016-02-06
Resort Hotel,0,116,2017,July,30,23,2,2,3,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,200.7,0,1,Check-Out,2017-07-27
Resort Hotel,1,120,2016,May,20,14,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,73,0,3,Canceled,2016-02-12
Resort Hotel,1,24,2017,August,34,23,2,4,2,0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,216.67,0,1,Canceled,2017-08-13
Resort Hotel,0,3,2017,February,9,26,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,314,,0,Transient,43.2,0,3,Check-Out,2017-02-27
Resort Hotel,0,0,2015,December,52,26,0,1,2,0,1,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,94.13830565,,0,Transient,50,0,1,Check-Out,2015-12-27
Resort Hotel,0,180,2017,July,30,23,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,,0,Transient,104.85,0,0,Check-Out,2017-07-27
Resort Hotel,0,147,2016,July,32,31,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,171.5,1,0,Check-Out,2016-08-05
Resort Hotel,0,64,2016,October,43,17,1,3,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,73.76,1,1,Check-Out,2016-10-21
Resort Hotel,0,110,2016,May,19,7,2,4,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,57.8,0,0,Check-Out,2016-05-13
Resort Hotel,0,245,2017,February,7,12,2,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,55.8,0,0,Check-Out,2017-02-17
Resort Hotel,0,81,2016,March,11,9,0,3,1,0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,115,,0,Transient-Party,49,0,0,Check-Out,2016-03-12
Resort Hotel,1,225,2017,April,17,26,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,,0,Transient,41.58,0,2,Canceled,2017-01-09
Resort Hotel,1,151,2016,February,7,12,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,32.4,0,1,Canceled,2016-02-02
Resort Hotel,0,72,2017,January,1,7,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314,,0,Transient-Party,44.64,0,0,Check-Out,2017-01-14
Resort Hotel,0,137,2017,May,21,27,2,5,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,49.95,0,1,Check-Out,2017-06-03
Resort Hotel,0,1,2015,December,51,17,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,2,A,D,0,No Deposit,314,,0,Transient,26,0,0,Check-Out,2015-12-18
Resort Hotel,1,58,2016,June,24,7,2,8,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,119,0,0,Canceled,2016-04-10
Resort Hotel,0,2,2016,February,7,13,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,61.5,0,0,Check-Out,2016-02-15
Resort Hotel,0,252,2016,September,37,7,2,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,175,,0,Transient,77.38,0,0,Check-Out,2016-09-16
Resort Hotel,0,79,2016,May,23,30,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,99.5,1,1,Check-Out,2016-06-03
Resort Hotel,0,327,2017,June,23,4,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,,0,Contract,56.7,0,1,Check-Out,2017-06-11
Resort Hotel,1,94,2016,June,24,6,1,5,1,0,1,BB,POL,Direct,Direct,0,0,0,A,A,1,No Deposit,250,,0,Transient,99.9,0,0,Canceled,2016-05-04
Resort Hotel,1,70,2016,May,21,21,2,5,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,129.29,0,0,Canceled,2016-04-26
Resort Hotel,0,4,2016,February,6,2,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.13830565,,0,Transient,45,0,0,Check-Out,2016-02-03
Resort Hotel,0,189,2017,July,30,23,3,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,1,D,D,0,No Deposit,240,,0,Transient,217.75,1,1,Check-Out,2017-07-31
Resort Hotel,0,217,2016,July,29,12,1,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,,0,Transient,90,0,1,Check-Out,2016-07-18
Resort Hotel,0,40,2015,November,48,24,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,,0,Transient,41.4,0,2,Check-Out,2015-11-27
Resort Hotel,1,295,2017,May,18,5,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,54,0,1,Canceled,2017-01-09
Resort Hotel,0,38,2015,October,43,22,2,5,2,1,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,243,,0,Transient,76.93,0,1,Check-Out,2015-10-29
Resort Hotel,1,24,2017,April,15,10,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,121.25,0,1,Canceled,2017-03-21
Resort Hotel,0,19,2017,January,5,31,0,1,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,,0,Transient-Party,43,0,1,Check-Out,2017-02-01
Resort Hotel,1,55,2017,June,24,16,2,5,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,167,0,1,Canceled,2017-04-22
Resort Hotel,0,156,2017,May,19,8,2,5,2,0,0,HB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,434,,0,Transient-Party,92,0,0,Check-Out,2017-05-15
Resort Hotel,0,1,2016,January,3,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,I,0,No Deposit,94.13830565,144,0,Transient-Party,30,1,0,Check-Out,2016-01-15
Resort Hotel,0,388,2017,May,21,25,0,3,2,0,0,BB,CN,Groups,TA/TO,0,0,0,E,E,0,No Deposit,96,,0,Transient-Party,72,0,0,Check-Out,2017-05-28
Resort Hotel,0,0,2017,May,19,8,0,0,2,0,0,BB,PRT,Direct,Direct,1,0,0,G,G,0,No Deposit,94.13830565,,0,Transient,0,0,0,Check-Out,2017-05-08
Resort Hotel,0,287,2015,October,42,15,2,3,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,94.13830565,223,0,Transient-Party,50.5,1,0,Check-Out,2015-10-20
Resort Hotel,0,62,2017,August,34,20,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,182.5,0,1,Check-Out,2017-08-27
Resort Hotel,1,59,2016,May,20,8,2,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15,,0,Transient,41.4,0,0,Canceled,2016-03-11
Resort Hotel,0,1,2016,January,3,13,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,39,0,0,Check-Out,2016-01-14
Resort Hotel,0,325,2017,June,25,23,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,,0,Transient,85.21,0,1,Check-Out,2017-06-29
Resort Hotel,0,6,2017,May,18,2,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,75,0,2,Check-Out,2017-05-03
Resort Hotel,1,45,2016,December,49,3,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,56,0,1,Canceled,2016-10-24
Resort Hotel,0,11,2016,January,3,15,0,2,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,94.13830565,,0,Transient,0,0,0,Check-Out,2016-01-17
Resort Hotel,0,43,2016,November,45,1,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,,0,Transient,35,1,1,Check-Out,2016-11-05
Resort Hotel,0,118,2015,July,28,7,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,,0,Transient,55.68,0,1,Check-Out,2015-07-14
Resort Hotel,0,36,2016,May,19,7,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,240,,0,Transient,65,0,1,Check-Out,2016-05-10
Resort Hotel,0,50,2015,July,30,22,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,166.6,1,0,Check-Out,2015-07-27
Resort Hotel,0,4,2016,April,15,4,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,2,A,D,0,No Deposit,94.13830565,207,0,Transient,45,1,0,Check-Out,2016-04-07
Resort Hotel,0,189,2017,August,34,21,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,192,0,2,Check-Out,2017-08-28
Resort Hotel,0,221,2017,May,21,24,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,103.5,1,2,Check-Out,2017-05-25
Resort Hotel,0,1,2015,September,38,16,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,74,0,1,Check-Out,2015-09-17
Resort Hotel,0,1,2016,May,19,6,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,109,0,1,Check-Out,2016-05-08
Resort Hotel,0,1,2016,November,48,26,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient-Party,63,0,0,Check-Out,2016-11-27
Resort Hotel,1,378,2016,November,45,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,248,,0,Transient,46,0,0,Canceled,2016-03-11
Resort Hotel,1,146,2016,August,34,15,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,209.71,0,0,Canceled,2016-03-22
Resort Hotel,0,139,2015,July,28,5,2,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,122.7,1,1,Check-Out,2015-07-08
Resort Hotel,0,88,2017,May,19,13,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,50.86,0,0,Check-Out,2017-05-20
Resort Hotel,0,4,2016,July,27,1,0,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,201,1,0,Check-Out,2016-07-03
Resort Hotel,1,38,2017,April,16,18,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,100,0,2,Canceled,2017-03-14
Resort Hotel,0,103,2016,February,7,9,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,332,,0,Transient-Party,50,0,1,Check-Out,2016-02-11
Resort Hotel,0,1,2016,August,32,3,0,2,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,C,2,No Deposit,94.13830565,,0,Transient,201,0,0,Check-Out,2016-08-05
Resort Hotel,0,84,2015,July,27,2,3,8,3,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,5,,0,Transient,199.5,1,1,Check-Out,2015-07-13
Resort Hotel,0,47,2017,April,16,19,0,2,2,1,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,250,,0,Transient,138,0,2,Check-Out,2017-04-21
Resort Hotel,1,17,2016,October,43,22,2,2,2,2,0,BB,SWE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,140,0,0,Canceled,2016-10-11
Resort Hotel,0,101,2016,January,4,22,0,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,,0,Transient,66.98,1,0,Check-Out,2016-01-24
Resort Hotel,1,84,2015,August,31,1,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,,0,Transient-Party,118.06,0,0,Canceled,2015-05-12
Resort Hotel,0,8,2016,October,41,7,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,125,0,2,Check-Out,2016-10-09
Resort Hotel,1,78,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134,,0,Transient,92,0,0,Canceled,2015-08-14
Resort Hotel,1,59,2016,May,20,11,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,,0,Transient,73.15,0,0,Canceled,2016-04-11
Resort Hotel,0,155,2017,March,11,16,0,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,,0,Transient,42,0,0,Check-Out,2017-03-17
Resort Hotel,0,0,2015,December,49,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.13830565,,0,Transient,38,0,1,Check-Out,2015-12-02
Resort Hotel,1,225,2017,August,32,8,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,206,0,2,Canceled,2017-01-12
Resort Hotel,1,52,2017,April,15,11,0,2,3,1,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,150,0,0,Canceled,2017-04-04
Resort Hotel,0,2,2016,March,11,6,2,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146,,0,Transient,31,1,0,Check-Out,2016-03-10
Resort Hotel,0,311,2016,May,22,26,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,40,,0,Contract,43.78,0,0,Check-Out,2016-06-02
Resort Hotel,1,122,2015,August,34,16,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,134,0,1,Canceled,2015-06-19
Resort Hotel,0,68,2016,March,13,24,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient,120,0,2,Check-Out,2016-03-27
Resort Hotel,1,101,2015,August,33,10,2,5,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,196,0,2,Canceled,2015-07-30
Resort Hotel,0,287,2015,October,42,15,1,3,1,0,0,BB,NLD,Groups,Corporate,0,0,0,A,A,1,No Deposit,94.13830565,223,0,Transient-Party,37,0,0,Check-Out,2015-10-19
Resort Hotel,0,169,2015,September,38,19,4,10,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,,0,Transient,44.5,0,0,Check-Out,2015-10-03
Resort Hotel,0,1,2017,January,3,19,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,94.13830565,388,0,Transient,35,0,0,Check-Out,2017-01-20
Resort Hotel,0,31,2015,October,41,6,1,5,2,2,0,BB,ZAF,Direct,Direct,0,0,0,G,G,0,No Deposit,250,,0,Transient,96.67,1,0,Check-Out,2015-10-12
Resort Hotel,0,11,2017,January,4,22,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,94.13830565,,0,Transient,57.6,0,0,Check-Out,2017-01-23
Resort Hotel,0,157,2017,March,12,25,2,5,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177,,0,Transient,54.4,0,0,Check-Out,2017-04-01
Resort Hotel,1,277,2016,June,25,12,2,2,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,94.13830565,,0,Transient,110,0,0,Canceled,2016-03-29
Resort Hotel,1,125,2017,August,33,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,230,0,1,Canceled,2017-04-16
Resort Hotel,0,48,2016,June,26,20,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient-Party,189,0,0,Check-Out,2016-06-22
Resort Hotel,1,157,2016,June,23,4,2,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,105,0,0,Canceled,2016-01-04
Resort Hotel,0,3,2015,September,38,17,1,3,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,132.75,0,0,Check-Out,2015-09-21
